ACCOUNT_NUMBER,COMPANY_AREA,GEOGRAPHIC_AREA,MONTH_NAME,YEAR_NAME,MONTH_YEAR,TYPE_OF_ACTIVITY,PRODUCT_COMBO,INTERNET_SPEED,SOURCE_OF_SALE,TYPE_OF_CONNECT_INSTALL,CUSTOMER_DISCONNECT_REASON,MONTHLY_RECURRING_REVENUE,EXPENSE_SALES_AND_MARKETING,EXPENSE_CONNECT_INSTALL,EXPENSE_PRODUCT_SUPPORT,TOTAL_EXPENSE,TOTAL_MARGIN
75912610,MID-ATLANTIC AREA,NORTH-EAST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912611,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75912612,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTER,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75912613,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912614,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912615,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912616,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912617,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912618,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912619,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912620,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912621,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912622,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912623,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912624,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912625,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912626,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75912627,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912628,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FAST,,,MOVED,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75912629,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FAST,,,MOVED,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75912630,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912631,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912632,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75912633,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912634,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912635,MID-ATLANTIC AREA,NORTH-EAST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912636,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$20.00,-$5.00,-$22.00,-$47.00,$53.00
75912637,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912638,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912639,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912640,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912641,MID-ATLANTIC AREA,NORTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912642,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$20.00,-$5.00,-$22.00,-$47.00,$53.00
75912643,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75912644,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912645,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912646,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912647,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912648,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912649,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912650,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75912651,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912652,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912653,MID-ATLANTIC AREA,NORTH-WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912654,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75912655,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912656,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912657,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912658,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912659,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912660,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75912661,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75912662,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912663,MID-ATLANTIC AREA,NORTH-EAST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912664,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912665,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912666,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75912667,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912668,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912669,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912670,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912671,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912672,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912673,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75912674,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912675,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912676,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912677,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75912678,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912679,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75912680,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,COMPETITION,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912681,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912682,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912683,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912684,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75912685,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75912686,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$20.00,-$5.00,-$22.00,-$47.00,$28.00
75912687,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912688,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912689,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912690,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75912691,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75912692,MID-ATLANTIC AREA,NORTH-EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912693,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75912694,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912695,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75912696,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75912697,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912698,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912699,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912700,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912701,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912702,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912703,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912704,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912705,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912706,MID-ATLANTIC AREA,NORTH,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912707,MID-ATLANTIC AREA,NORTH,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75912708,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912709,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912710,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912711,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912712,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912713,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912714,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75912715,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912716,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912717,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912718,MID-ATLANTIC AREA,NORTH,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912719,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75912720,MID-ATLANTIC AREA,NORTH-WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912721,MID-ATLANTIC AREA,NORTH-EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75912722,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912723,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75912724,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912725,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75912726,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75912727,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75912728,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75912729,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
